	flight_id	airline	origin_airport	destination_airport	flight_number	delay_reason	departure_delay	scheduled_trip_time	scheduled_departure	scheduled_arrival	day_of_week	day_of_month	month
415580	415580	NK	BOS	RSW	239	None	SMALL_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	3	28	5
415803	415803	DL	BOS	ATL	1801	None	SMALL_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	3	28	5
415809	415809	DL	BOS	LGA	2675	None	ON_TIME	SHORT_FLIGHT	MORNING	AFTERNOON	3	28	5
416223	416223	DL	BOS	MSP	829	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	3	28	5
416805	416805	DL	BOS	LGA	2677	AIRLINE	MID_DELAY	SHORT_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
416969	416969	DL	BOS	ATL	1901	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
417073	417073	UA	BOS	ORD	555	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
417214	417214	US	BOS	PHL	2033	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
417241	417241	DL	BOS	JFK	763	AIRLINE	SMALL_DELAY	SHORT_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
417281	417281	DL	BOS	DTW	159	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
417320	417320	WN	BOS	MDW	3925	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
417390	417390	WN	BOS	BNA	48	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
417450	417450	US	BOS	CLT	2046	None	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
417694	417694	US	BOS	DCA	2115	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
417696	417696	US	BOS	LGA	2149	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
417743	417743	DL	BOS	LGA	2679	WEATHER	SMALL_DELAY	SHORT_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
417793	417793	UA	BOS	IAH	749	AIRLINE	MID_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
418031	418031	AA	BOS	DFW	2470	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
418639	418639	EV	BOS	CLE	4158	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
418740	418740	US	BOS	DCA	2117	AIRLINE	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
418742	418742	US	BOS	LGA	2151	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
418780	418780	DL	BOS	LGA	2681	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
418939	418939	AA	BOS	ORD	1551	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
418950	418950	UA	BOS	EWR	1152	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
419081	419081	DL	BOS	MSP	859	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
419151	419151	UA	BOS	SFO	1523	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
419161	419161	DL	BOS	DTW	1723	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
419171	419171	US	BOS	PHL	1776	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
419359	419359	US	BOS	CLT	1787	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
419609	419609	DL	BOS	ATL	105	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
419669	419669	US	BOS	DCA	2119	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
419671	419671	US	BOS	LGA	2153	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
419715	419715	DL	BOS	LGA	2683	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
419790	419790	WN	BOS	BWI	1061	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
420076	420076	WN	BOS	ATL	3476	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
420131	420131	US	BOS	PHL	714	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
420261	420261	B6	BOS	PHL	1059	WEATHER	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
420336	420336	AA	BOS	ORD	1063	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
420593	420593	NK	BOS	PBI	203	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
420641	420641	US	BOS	DCA	2121	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
420643	420643	US	BOS	LGA	2155	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
420662	420662	WN	BOS	CAK	4256	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	3	28	5
420689	420689	DL	BOS	ATL	2477	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
420691	420691	DL	BOS	LGA	2685	None	SMALL_DELAY	SHORT_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
420738	420738	DL	BOS	MSP	2027	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
420767	420767	WN	BOS	MDW	1425	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
420880	420880	B6	BOS	IAD	357	AIRLINE	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
420888	420888	UA	BOS	EWR	1611	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	3	28	5
420923	420923	AA	BOS	LAX	165	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
420966	420966	US	BOS	PHX	629	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
421273	421273	DL	BOS	DTW	1523	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	3	28	5
421382	421382	B6	BOS	SFO	633	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
421430	421430	B6	BOS	MCO	1351	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
421482	421482	UA	BOS	IAH	1644	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
421485	421485	B6	BOS	TPA	691	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
421524	421524	WN	BOS	MCI	4669	None	MID_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
421571	421571	AA	BOS	ORD	1065	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	3	28	5
421584	421584	US	BOS	PHL	1726	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	3	28	5
421588	421588	US	BOS	CLT	2043	LATE_AIRCRAFT	MID_DELAY	MID_FLIGHT	AFTERNOON	EVENING	3	28	5
421589	421589	US	BOS	DCA	2123	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	3	28	5
421591	421591	US	BOS	LGA	2157	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	EVENING	3	28	5
421643	421643	DL	BOS	LGA	2687	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	EVENING	3	28	5
421725	421725	WN	BOS	HOU	749	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
421730	421730	AA	BOS	MIA	1533	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
421734	421734	AS	BOS	PDX	33	LATE_AIRCRAFT	LARGE_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
421930	421930	B6	BOS	DCA	989	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	3	28	5
421938	421938	NK	BOS	FLL	615	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
421990	421990	B6	BOS	LAX	487	AIRLINE	MID_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
421991	421991	B6	BOS	JFK	1317	LATE_AIRCRAFT	MID_DELAY	SHORT_FLIGHT	AFTERNOON	EVENING	3	28	5
421995	421995	DL	BOS	ATL	1948	LATE_AIRCRAFT	MID_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
422062	422062	WN	BOS	BWI	172	LATE_AIRCRAFT	MID_DELAY	MID_FLIGHT	AFTERNOON	EVENING	3	28	5
422120	422120	UA	BOS	ORD	1243	None	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	3	28	5
422125	422125	UA	BOS	SFO	503	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
422142	422142	US	BOS	PHL	738	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	3	28	5
422180	422180	DL	BOS	JFK	793	LATE_AIRCRAFT	MID_DELAY	SHORT_FLIGHT	AFTERNOON	EVENING	3	28	5
422225	422225	B6	BOS	PHX	603	AIRLINE	MID_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
422259	422259	WN	BOS	MKE	3581	LATE_AIRCRAFT	MID_DELAY	MID_FLIGHT	AFTERNOON	EVENING	3	28	5
422437	422437	VX	BOS	LAX	367	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
422461	422461	AA	BOS	DFW	1124	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
422576	422576	DL	BOS	CVG	62	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	3	28	5
422617	422617	WN	BOS	STL	4125	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
422662	422662	AA	BOS	ORD	1670	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	3	28	5
422702	422702	US	BOS	DCA	2125	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	3	28	5
422704	422704	US	BOS	LGA	2159	None	ON_TIME	SHORT_FLIGHT	EVENING	EVENING	3	28	5
422741	422741	DL	BOS	LGA	2689	LATE_AIRCRAFT	SMALL_DELAY	SHORT_FLIGHT	EVENING	EVENING	3	28	5
422820	422820	AA	BOS	JFK	1096	LATE_AIRCRAFT	SMALL_DELAY	SHORT_FLIGHT	EVENING	EVENING	3	28	5
422963	422963	AS	BOS	SAN	769	LATE_AIRCRAFT	LARGE_DELAY	LONG_FLIGHT	EVENING	EVENING	3	28	5
423098	423098	DL	BOS	MSP	2549	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	EVENING	EVENING	3	28	5
423201	423201	DL	BOS	DTW	1623	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	3	28	5
423240	423240	DL	BOS	ATL	2510	None	MID_DELAY	LONG_FLIGHT	EVENING	EVENING	3	28	5
423284	423284	AS	BOS	SEA	15	LATE_AIRCRAFT	MID_DELAY	LONG_FLIGHT	EVENING	EVENING	3	28	5
423446	423446	EV	BOS	CLE	4159	None	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	3	28	5
423562	423562	VX	BOS	SFO	357	None	SMALL_DELAY	LONG_FLIGHT	EVENING	EVENING	3	28	5
423589	423589	US	BOS	DCA	2127	None	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	3	28	5
423591	423591	US	BOS	LGA	2161	None	ON_TIME	SHORT_FLIGHT	EVENING	EVENING	3	28	5
423713	423713	B6	BOS	FLL	469	LATE_AIRCRAFT	MID_DELAY	LONG_FLIGHT	EVENING	EVENING	3	28	5
423723	423723	DL	BOS	JFK	2398	LATE_AIRCRAFT	SMALL_DELAY	SHORT_FLIGHT	EVENING	EVENING	3	28	5
423768	423768	US	BOS	CLT	1788	None	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	3	28	5
423790	423790	AA	BOS	MIA	1355	LATE_AIRCRAFT	MID_DELAY	LONG_FLIGHT	EVENING	EVENING	3	28	5
423868	423868	EV	BOS	RIC	5596	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	3	28	5
423952	423952	UA	BOS	EWR	272	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	3	28	5
423953	423953	B6	BOS	LAX	687	AIRLINE	MID_DELAY	LONG_FLIGHT	EVENING	EVENING	3	28	5
423970	423970	WN	BOS	BWI	2183	None	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	3	28	5
424276	424276	B6	BOS	DEN	993	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	EVENING	EVENING	3	28	5
424381	424381	AA	BOS	ORD	1612	LATE_AIRCRAFT	MID_DELAY	MID_FLIGHT	EVENING	EVENING	3	28	5
424460	424460	B6	BOS	RIC	381	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	3	28	5
424477	424477	US	BOS	DCA	2129	AIRLINE	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	3	28	5
424479	424479	US	BOS	LGA	2163	LATE_AIRCRAFT	MID_DELAY	SHORT_FLIGHT	EVENING	EVENING	3	28	5
424502	424502	B6	BOS	LAS	777	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	3	28	5
424511	424511	DL	BOS	LGA	2693	None	ON_TIME	SHORT_FLIGHT	EVENING	EVENING	3	28	5
424725	424725	B6	BOS	JFK	317	None	ON_TIME	SHORT_FLIGHT	EVENING	EVENING	3	28	5
424726	424726	B6	BOS	RSW	865	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	3	28	5
424875	424875	WN	BOS	BWI	382	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	3	28	5
425068	425068	B6	BOS	DCA	1189	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	3	28	5
425110	425110	US	BOS	DCA	2131	None	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	3	28	5
425134	425134	DL	BOS	LGA	2695	None	ON_TIME	SHORT_FLIGHT	EVENING	EVENING	3	28	5
425808	425808	B6	BOS	SJU	361	None	ON_TIME	LONG_FLIGHT	EVENING	NIGHT	3	28	5
425863	425863	US	BOS	CLT	1749	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	4	29	8
425876	425876	NK	BOS	MYR	103	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	4	29	8
425891	425891	AA	BOS	MIA	2454	None	ON_TIME	LONG_FLIGHT	NIGHT	MORNING	4	29	8
425924	425924	US	BOS	PHL	1909	None	ON_TIME	SHORT_FLIGHT	NIGHT	MORNING	4	29	8
425964	425964	DL	BOS	DTW	2079	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	4	29	8
425993	425993	B6	BOS	JFK	917	None	ON_TIME	SHORT_FLIGHT	NIGHT	MORNING	4	29	8
426025	426025	WN	BOS	MDW	1023	None	SMALL_DELAY	LONG_FLIGHT	NIGHT	MORNING	4	29	8
426060	426060	AA	BOS	DFW	1233	None	ON_TIME	LONG_FLIGHT	NIGHT	MORNING	4	29	8
426081	426081	US	BOS	DCA	2101	AIR_SYSTEM	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
426082	426082	US	BOS	LGA	2133	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	4	29	8
426091	426091	US	BOS	PHX	647	None	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	4	29	8
426097	426097	US	BOS	CLT	2057	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
426155	426155	WN	BOS	BWI	2941	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
426219	426219	B6	BOS	PBI	721	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
426234	426234	DL	BOS	ATL	305	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
426236	426236	DL	BOS	JFK	750	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	4	29	8
426239	426239	DL	BOS	MSP	809	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
426326	426326	DL	BOS	LGA	2665	AIRLINE	SMALL_DELAY	SHORT_FLIGHT	MORNING	MORNING	4	29	8
426416	426416	UA	BOS	SFO	433	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
426426	426426	B6	BOS	RDU	2283	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
426476	426476	WN	BOS	ATL	1137	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
426486	426486	AA	BOS	JFK	1165	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	4	29	8
426562	426562	B6	BOS	DCA	1600	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
426582	426582	B6	BOS	FLL	269	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
426591	426591	B6	BOS	IAD	57	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
426632	426632	B6	BOS	BWI	727	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
426633	426633	B6	BOS	PIT	1285	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
426717	426717	B6	BOS	PHL	159	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
426746	426746	AA	BOS	MIA	1619	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
426812	426812	B6	BOS	BUF	515	AIRLINE	LARGE_DELAY	MID_FLIGHT	MORNING	MORNING	4	29	8
426827	426827	US	BOS	PHL	1744	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
426851	426851	WN	BOS	MKE	4543	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
426876	426876	B6	BOS	EWR	2279	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	4	29	8
426977	426977	B6	BOS	RIC	1481	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
426979	426979	B6	BOS	AUS	1039	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
427048	427048	US	BOS	LGA	2135	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	4	29	8
427094	427094	DL	BOS	SLC	2083	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
427124	427124	UA	BOS	ORD	1037	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
427149	427149	AA	BOS	DFW	1318	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
427247	427247	US	BOS	DCA	2103	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
427249	427249	US	BOS	LGA	2137	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	4	29	8
427261	427261	US	BOS	PHL	1917	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
427340	427340	AA	BOS	LAX	201	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
427374	427374	B6	BOS	DFW	215	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
427375	427375	B6	BOS	SAN	619	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
427380	427380	B6	BOS	DTW	1137	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
427383	427383	B6	BOS	HOU	1031	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
427384	427384	B6	BOS	TPA	2191	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
427420	427420	EV	BOS	RIC	5019	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
427437	427437	DL	BOS	LGA	2667	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	4	29	8
427475	427475	UA	BOS	IAH	676	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
427493	427493	AA	BOS	ORD	289	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
427531	427531	WN	BOS	HOU	1700	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
427608	427608	DL	BOS	ATL	1501	None	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	4	29	8
427656	427656	WN	BOS	BWI	3297	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
427669	427669	B6	BOS	ORD	111	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
427712	427712	VX	BOS	LAX	363	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
427736	427736	B6	BOS	DCA	289	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
427781	427781	B6	BOS	MCO	51	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
427859	427859	UA	BOS	EWR	1623	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	4	29	8
427878	427878	UA	BOS	DEN	1683	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
427888	427888	US	BOS	PHL	1826	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
428007	428007	AS	BOS	SEA	25	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
428091	428091	B6	BOS	SRQ	741	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
428128	428128	B6	BOS	JFK	617	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	4	29	8
428189	428189	AA	BOS	MIA	1541	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
428274	428274	B6	BOS	PBI	221	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
428291	428291	US	BOS	DCA	2105	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
428293	428293	US	BOS	LGA	2139	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	4	29	8
428372	428372	B6	BOS	BWI	427	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
428374	428374	B6	BOS	PHL	459	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
428389	428389	DL	BOS	MSP	819	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
428407	428407	DL	BOS	LGA	2669	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	4	29	8
428477	428477	UA	BOS	SFO	12	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
428555	428555	US	BOS	CLT	466	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
428576	428576	B6	BOS	FLL	569	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
428638	428638	B6	BOS	LAX	287	AIRLINE	LARGE_DELAY	LONG_FLIGHT	MORNING	MORNING	4	29	8
428660	428660	WN	BOS	DEN	1181	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
428671	428671	B6	BOS	RSW	465	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
428753	428753	DL	BOS	ATL	1601	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
428833	428833	B6	BOS	LAS	1077	None	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	4	29	8
428865	428865	UA	BOS	IAH	1509	None	SMALL_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	4	29	8
428880	428880	US	BOS	PHL	1701	LATE_AIRCRAFT	MID_DELAY	MID_FLIGHT	MORNING	MORNING	4	29	8
428914	428914	B6	BOS	SFO	133	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	4	29	8
428916	428916	B6	BOS	RDU	1383	LATE_AIRCRAFT	MID_DELAY	MID_FLIGHT	MORNING	MORNING	4	29	8
428921	428921	B6	BOS	PIT	1485	AIRLINE	MID_DELAY	MID_FLIGHT	MORNING	MORNING	4	29	8
428928	428928	DL	BOS	MCO	1315	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
428984	428984	UA	BOS	EWR	319	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	4	29	8
429032	429032	B6	BOS	DCA	389	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
429070	429070	B6	BOS	SAV	49	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
429236	429236	B6	BOS	MCO	151	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	4	29	8
429240	429240	EV	BOS	JAX	5184	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
429251	429251	B6	BOS	CLT	1245	None	SMALL_DELAY	MID_FLIGHT	MORNING	MORNING	4	29	8
429303	429303	DL	BOS	DTW	1583	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
429361	429361	WN	BOS	MCI	845	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	4	29	8
429372	429372	DL	BOS	JFK	1849	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	4	29	8
429400	429400	US	BOS	DCA	2107	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
429402	429402	US	BOS	LGA	2141	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	4	29	8
429409	429409	VX	BOS	SFO	351	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	4	29	8
429434	429434	WN	BOS	PHX	1212	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	4	29	8
429445	429445	AA	BOS	LAX	25	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	4	29	8
429461	429461	B6	BOS	DEN	493	None	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	4	29	8
429462	429462	B6	BOS	STT	807	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	4	29	8
429491	429491	DL	BOS	LGA	2671	AIR_SYSTEM	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	4	29	8
429523	429523	B6	BOS	RIC	1081	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	4	29	8
429537	429537	DL	BOS	LAX	2531	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	4	29	8
429599	429599	UA	BOS	ORD	1760	None	SMALL_DELAY	MID_FLIGHT	MORNING	MORNING	4	29	8
429723	429723	B6	BOS	RSW	665	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	4	29	8
429800	429800	B6	BOS	SJU	61	AIRLINE	MID_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	4	29	8
429839	429839	AA	BOS	DFW	1027	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	4	29	8
429903	429903	US	BOS	CLT	522	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	4	29	8
429906	429906	US	BOS	PHL	1809	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	MORNING	MORNING	4	29	8
429964	429964	UA	BOS	EWR	657	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	4	29	8
430021	430021	UA	BOS	IAD	363	None	SMALL_DELAY	MID_FLIGHT	MORNING	MORNING	4	29	8
430029	430029	B6	BOS	EWR	2379	AIRLINE	LARGE_DELAY	SHORT_FLIGHT	MORNING	MORNING	4	29	8
430046	430046	US	BOS	PHX	510	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	4	29	8
